date,count,directions,directions_lag1,directions_lag2,directions_lag3,directions_roll7,precip,temp,sun,wind,precip_lag1,is_weekend_or_holiday,weather_severity,dow_mean_count,weekend_x_severity,weekend_x_intent,month
2025-01-11,4839,4429.0,3606.0,2941.0,2867.0,3467.8571428571427,4.5,2.120833333333333,0.5,3.3249999999999997,10.0,1,1,11853.169491525423,1,4429.0,1
2025-01-12,8366,5154.0,4429.0,3606.0,2941.0,3602.4285714285716,2.5,3.1125000000000003,0.35,4.583333333333333,4.5,1,1,12127.36507936508,1,5154.0,1
2025-01-13,5981,4326.0,5154.0,4429.0,3606.0,3756.4285714285716,11.5,4.370833333333334,0.77,3.1750000000000003,2.5,1,2,8486.285714285714,2,4326.0,1
2025-01-14,2685,2939.0,4326.0,5154.0,4429.0,3751.714285714286,21.0,4.25,0.0,4.766666666666667,11.5,0,2,6847.360655737705,0,0.0,1
2025-01-15,2848,3065.0,2939.0,4326.0,5154.0,3780.0,19.0,4.320833333333334,0.11000000000000001,5.079166666666667,21.0,0,2,6192.406779661017,0,0.0,1
2025-01-16,2973,2862.0,3065.0,2939.0,4326.0,3768.714285714286,12.5,2.4583333333333335,0.2727272727272727,4.329166666666667,19.0,0,2,6770.714285714285,0,0.0,1
2025-01-17,3937,3342.0,2862.0,3065.0,2939.0,3731.0,2.5,4.004166666666666,0.1,4.195833333333334,12.5,0,1,7220.118644067797,0,0.0,1
2025-01-18,7613,4615.0,3342.0,2862.0,3065.0,3757.5714285714284,0.0,3.0083333333333333,0.8272727272727273,2.0166666666666666,2.5,1,0,11853.169491525423,0,4615.0,1
2025-01-19,8561,4862.0,4615.0,3342.0,2862.0,3715.8571428571427,0.0,5.841666666666666,0.7909090909090909,3.8041666666666667,0.0,1,0,12127.36507936508,0,4862.0,1
2025-01-20,3613,3196.0,4862.0,4615.0,3342.0,3554.4285714285716,6.0,6.141666666666667,0.2636363636363636,2.6999999999999997,0.0,0,1,8486.285714285714,0,0.0,1
2025-01-21,3932,3071.0,3196.0,4862.0,4615.0,3573.285714285714,0.0,7.208333333333333,0.8090909090909091,2.7916666666666665,6.0,0,0,6847.360655737705,0,0.0,1
2025-01-23,3723,2799.0,3071.0,3196.0,4862.0,3535.285714285714,3.0,6.925,0.17272727272727273,3.8708333333333336,0.0,0,1,6770.714285714285,0,0.0,1
2025-01-24,5162,3277.0,2799.0,3071.0,3196.0,3594.5714285714284,0.0,6.8,0.6272727272727273,3.6291666666666664,3.0,0,0,7220.118644067797,0,0.0,1
2025-01-25,6275,4874.0,3277.0,2799.0,3071.0,3813.4285714285716,4.0,5.058333333333334,0.2818181818181818,3.2083333333333335,0.0,1,1,11853.169491525423,1,4874.0,1
2025-01-26,7435,4868.0,4874.0,3277.0,2799.0,3849.5714285714284,10.0,4.3125,0.41818181818181815,2.6999999999999997,4.0,1,1,12127.36507936508,1,4868.0,1
2025-01-27,4649,3219.0,4868.0,4874.0,3277.0,3614.8571428571427,0.0,5.304166666666666,0.3727272727272727,3.579166666666667,10.0,0,0,8486.285714285714,0,0.0,1
2025-01-28,3002,3206.0,3219.0,4868.0,4874.0,3616.285714285714,7.5,5.4375,0.2,5.3500000000000005,0.0,0,1,6847.360655737705,0,0.0,1
2025-01-29,2983,3010.0,3206.0,3219.0,4868.0,3607.5714285714284,7.5,4.233333333333333,0.15833333333333333,6.520833333333333,7.5,0,1,6192.406779661017,0,0.0,1
2025-01-30,2733,3246.0,3010.0,3206.0,3219.0,3671.4285714285716,4.0,3.75,0.0,6.7875000000000005,7.5,0,1,6770.714285714285,0,0.0,1
2025-01-31,3530,3405.0,3246.0,3010.0,3206.0,3689.714285714286,6.0,3.654166666666667,0.05000000000000001,3.6374999999999997,4.0,0,1,7220.118644067797,0,0.0,1
2025-02-01,6868,5112.0,3405.0,3246.0,3010.0,3723.714285714286,0.0,5.120833333333334,0.3333333333333333,2.2375000000000003,6.0,1,0,11853.169491525423,0,5112.0,2
2025-02-02,7027,5199.0,5112.0,3405.0,3246.0,3771.0,0.0,6.1499999999999995,0.4666666666666666,3.8541666666666665,0.0,1,0,12127.36507936508,0,5199.0,2
2025-02-03,3176,3518.0,5199.0,5112.0,3405.0,3813.714285714286,6.5,4.8875,0.008333333333333333,4.8125,0.0,0,1,8486.285714285714,0,0.0,2
2025-02-04,2574,3800.0,3518.0,5199.0,5112.0,3898.5714285714284,23.5,1.8666666666666665,0.025000000000000005,4.9375,6.5,0,2,6847.360655737705,0,0.0,2
2025-02-05,756,3615.0,3800.0,3518.0,5199.0,3985.0,11.0,0.2125,0.016666666666666666,8.5,23.5,0,3,6192.406779661017,0,0.0,2
2025-02-06,1360,3016.0,3615.0,3800.0,3518.0,3952.1428571428573,3.0,1.4458333333333335,0.16666666666666666,6.8,11.0,0,1,6770.714285714285,0,0.0,2
2025-02-07,2970,3206.0,3016.0,3615.0,3800.0,3923.714285714286,8.0,1.5250000000000001,0.11666666666666665,6.641666666666667,3.0,0,1,7220.118644067797,0,0.0,2
2025-02-08,2911,4580.0,3206.0,3016.0,3615.0,3847.714285714286,7.5,2.4499999999999997,0.125,8.741666666666667,8.0,1,2,11853.169491525423,2,4580.0,2
2025-02-09,4867,4734.0,4580.0,3206.0,3016.0,3781.285714285714,13.5,2.1458333333333335,0.05000000000000001,3.2583333333333333,7.5,1,2,12127.36507936508,2,4734.0,2
2025-02-10,4978,4140.0,4734.0,4580.0,3206.0,3870.1428571428573,9.5,2.4208333333333334,0.16666666666666666,3.716666666666667,13.5,0,1,8486.285714285714,0,0.0,2
2025-02-11,5122,4442.0,4140.0,4734.0,4580.0,3961.8571428571427,1.5,2.954166666666667,0.16666666666666666,4.0125,9.5,1,1,6847.360655737705,1,4442.0,2
2025-02-12,4198,3206.0,4442.0,4140.0,4734.0,3903.4285714285716,0.5,1.8166666666666667,0.0,6.058333333333334,1.5,0,1,6192.406779661017,0,0.0,2
2025-02-13,3316,4374.0,3206.0,4442.0,4140.0,4097.428571428572,8.0,4.1875,0.06666666666666667,6.195833333333333,0.5,0,1,6770.714285714285,0,0.0,2
2025-02-14,4922,4122.0,4374.0,3206.0,4442.0,4228.285714285715,3.0,3.9625,0.3166666666666667,3.095833333333333,8.0,0,1,7220.118644067797,0,0.0,2
2025-02-15,8149,5900.0,4122.0,4374.0,3206.0,4416.857142857143,0.0,5.6875,0.7083333333333334,2.35,3.0,1,0,11853.169491525423,0,5900.0,2
2025-02-16,8292,5661.0,5900.0,4122.0,4374.0,4549.285714285715,3.5,7.408333333333334,0.6083333333333333,3.3541666666666665,0.0,1,1,12127.36507936508,1,5661.0,2
2025-02-17,3910,3799.0,5661.0,5900.0,4122.0,4500.571428571428,7.5,3.9333333333333336,0.049999999999999996,6.420833333333333,3.5,0,1,8486.285714285714,0,0.0,2
2025-02-18,3832,3758.0,3799.0,5661.0,5900.0,4402.857142857143,3.0,2.1125000000000003,0.3416666666666666,5.479166666666667,7.5,0,1,6847.360655737705,0,0.0,2
2025-02-19,2862,3620.0,3758.0,3799.0,5661.0,4462.0,4.0,1.6500000000000001,0.30833333333333335,7.083333333333333,3.0,0,1,6192.406779661017,0,0.0,2
2025-02-20,2996,3326.0,3620.0,3758.0,3799.0,4312.285714285715,8.0,1.4124999999999999,0.18333333333333335,3.608333333333333,4.0,0,1,6770.714285714285,0,0.0,2
2025-02-21,3957,3871.0,3326.0,3620.0,3758.0,4276.428571428572,3.5,-0.06666666666666667,0.05000000000000001,2.158333333333333,8.0,0,1,7220.118644067797,0,0.0,2
2025-02-22,6384,5359.0,3871.0,3326.0,3620.0,4199.142857142857,7.0,1.383333333333333,0.025000000000000005,4.591666666666667,3.5,1,1,11853.169491525423,1,5359.0,2
2025-02-23,8489,5795.0,5359.0,3871.0,3326.0,4218.285714285715,3.5,0.06666666666666664,0.26666666666666666,2.716666666666667,7.0,1,1,12127.36507936508,1,5795.0,2
2025-02-24,5235,4933.0,5795.0,5359.0,3871.0,4380.285714285715,13.0,1.3041666666666667,0.15833333333333333,3.4499999999999997,3.5,1,2,8486.285714285714,2,4933.0,2
2025-02-25,4696,4033.0,4933.0,5795.0,5359.0,4419.571428571428,0.0,3.1750000000000003,0.3,3.779166666666667,13.0,0,0,6847.360655737705,0,0.0,2
2025-02-26,3363,3691.0,4033.0,4933.0,5795.0,4429.714285714285,2.5,4.620833333333334,0.05000000000000001,3.9583333333333335,0.0,0,1,6192.406779661017,0,0.0,2
2025-02-27,4562,3610.0,3691.0,4033.0,4933.0,4470.285714285715,0.5,5.3999999999999995,0.625,3.3083333333333336,2.5,0,1,6770.714285714285,0,0.0,2
2025-02-28,4819,3742.0,3610.0,3691.0,4033.0,4451.857142857143,0.0,6.7375,0.0,3.7375000000000003,0.5,0,0,7220.118644067797,0,0.0,2
2025-03-01,10073,5074.0,3742.0,3610.0,3691.0,4411.142857142857,0.0,8.633333333333335,0.7416666666666667,2.795833333333333,0.0,1,0,11853.169491525423,0,5074.0,3
2025-03-02,7038,5216.0,5074.0,3742.0,3610.0,4328.428571428572,0.0,9.625,0.0,2.954166666666667,0.0,1,0,12127.36507936508,0,5216.0,3
2025-03-03,4276,3580.0,5216.0,5074.0,3742.0,4135.142857142857,15.5,5.241666666666666,0.06666666666666667,8.020833333333334,0.0,0,3,8486.285714285714,0,0.0,3
2025-03-04,3699,3387.0,3580.0,5216.0,5074.0,4042.8571428571427,18.5,3.8249999999999997,0.0,4.020833333333333,15.5,0,2,6847.360655737705,0,0.0,3
2025-03-05,3428,3537.0,3387.0,3580.0,5216.0,4020.8571428571427,7.5,6.1875,0.0,2.1374999999999997,18.5,0,1,6192.406779661017,0,0.0,3
2025-03-06,4746,3526.0,3537.0,3387.0,3580.0,4008.8571428571427,0.0,6.654166666666666,0.16666666666666666,4.670833333333333,7.5,0,0,6770.714285714285,0,0.0,3
2025-03-07,5834,3744.0,3526.0,3537.0,3387.0,4009.1428571428573,6.0,3.9291666666666667,0.425,4.0375000000000005,0.0,0,1,7220.118644067797,0,0.0,3
2025-03-08,8921,7014.0,3744.0,3526.0,3537.0,4286.285714285715,0.0,3.125,0.15833333333333333,1.8,6.0,1,0,11853.169491525423,0,7014.0,3
2025-03-09,11166,7046.0,7014.0,3744.0,3526.0,4547.714285714285,0.0,5.345833333333334,0.7916666666666666,2.345833333333333,0.0,1,0,12127.36507936508,0,7046.0,3
2025-03-10,6780,4621.0,7046.0,7014.0,3744.0,4696.428571428572,0.0,6.016666666666667,0.8666666666666667,2.8375,0.0,0,0,8486.285714285714,0,0.0,3
2025-03-11,5721,4127.0,4621.0,7046.0,7014.0,4802.142857142857,0.5,9.654166666666667,0.13333333333333333,4.291666666666667,0.0,0,1,6847.360655737705,0,0.0,3
2025-03-12,8173,3764.0,4127.0,4621.0,7046.0,4834.571428571428,0.0,11.2875,0.3333333333333333,2.8041666666666667,0.5,0,0,6192.406779661017,0,0.0,3
2025-03-13,6335,3878.0,3764.0,4127.0,4621.0,4884.857142857143,0.0,10.958333333333334,0.6666666666666666,2.6125000000000003,0.0,0,0,6770.714285714285,0,0.0,3
2025-03-14,7051,4102.0,3878.0,3764.0,4127.0,4936.0,0.0,8.058333333333334,0.9,2.7875,0.0,0,0,7220.118644067797,0,0.0,3
2025-03-15,11139,5585.0,4102.0,3878.0,3764.0,4731.857142857143,0.0,6.641666666666667,0.0,3.8708333333333336,0.0,1,0,11853.169491525423,0,5585.0,3
2025-03-16,7029,6434.0,5585.0,4102.0,3878.0,4644.428571428572,27.5,6.1875,0.0,2.891666666666667,0.0,1,2,12127.36507936508,2,6434.0,3
2025-03-17,5398,4860.0,6434.0,5585.0,4102.0,4678.571428571428,7.5,5.641666666666667,0.12307692307692308,4.5625,27.5,0,1,8486.285714285714,0,0.0,3
2025-03-18,8107,4253.0,4860.0,6434.0,5585.0,4696.571428571428,7.5,5.095833333333333,0.6307692307692307,3.1999999999999997,7.5,0,1,6847.360655737705,0,0.0,3
